,75,FIQIH
,78,QUR'AN HADITS
,78,AQIDAH AKHLAK
,75,BAHASA ARAB
,78,BAHASA INDONESIA
,78,BAHASA INGGRIS
,76,IPS
,78,IPA
,74,PPKN
,74,MATEMATIKA
,75,SEJARAH KEBUDAYAAN ISLAM
,75,PENJAS
,75,KESENIAN
,78,BP
,74,SENI BUDAYA
,75,KIMIA
,75,FISIKA
