"b729c851-7717-11ed-93e9-14cb196d9ca7;""2019/2020"";NULL;NULL"
"b729e04b-7717-11ed-93e9-14cb196d9ca7;""2020/2021"";NULL;NULL"
"b729e1c3-7717-11ed-93e9-14cb196d9ca7;""2021/2022"";NULL;NULL"
"b729e272-7717-11ed-93e9-14cb196d9ca7;""2022/2023"";NULL;NULL"
